household_id,survey_id,enumerator_id,village_id,district,age,gender,education,occupation,employment_status,income,hours_worked,household_size,interview_duration,survey_date
HH1278,S10278,,V1009,District A,57,M,Secondary,Farming,Employed,22542,40,4,45,2024-05-10
HH1279,S10279,,V1010,District A,36,M,Secondary,Farming,Employed,26787,45,4,45,2024-05-10
HH1280,S10280,,V1001,District A,43,M,Secondary,Farming,Employed,28931,36,4,45,2024-05-10
HH1281,S10281,,V1002,District A,40,M,Secondary,Farming,Employed,28377,36,4,45,2024-05-10
HH1282,S10282,,V1003,District A,51,M,Secondary,Farming,Employed,22120,37,4,45,2024-05-10
HH1283,S10283,,V1004,District A,57,M,Secondary,Farming,Employed,24862,41,4,45,2024-05-10
HH1284,S10284,,V1005,District A,25,M,Secondary,Farming,Employed,11670,39,4,45,2024-05-10
HH1285,S10285,,V1006,District A,46,M,Secondary,Farming,Employed,14826,35,4,45,2024-05-10
HH1286,S10286,,V1007,District A,43,M,Secondary,Farming,Employed,29617,42,4,45,2024-05-10
HH1287,S10287,,V1008,District A,31,M,Secondary,Farming,Employed,21521,48,4,45,2024-05-10
HH1288,S10288,,V1009,District A,52,M,Secondary,Farming,Employed,14437,37,4,45,2024-05-10
HH1289,S10289,,V1010,District A,51,M,Secondary,Farming,Employed,27791,44,4,45,2024-05-10
HH1290,S10290,,V1001,District A,24,M,Secondary,Farming,Employed,24188,31,4,45,2024-05-10
HH1291,S10291,,V1002,District A,40,M,Secondary,Farming,Employed,28634,39,4,45,2024-05-10
HH1292,S10292,,V1003,District A,33,M,Secondary,Farming,Employed,18771,39,4,45,2024-05-10
HH1293,S10293,,V1004,District A,22,M,Secondary,Farming,Employed,23474,47,4,45,2024-05-10
HH1294,S10294,,V1005,District A,26,M,Secondary,Farming,Employed,12567,47,4,45,2024-05-10
HH1295,S10295,,V1006,District A,59,M,Secondary,Farming,Employed,28599,33,4,45,2024-05-10
HH1296,S10296,,V1007,District A,21,M,Secondary,Farming,Employed,27280,43,4,45,2024-05-10
HH1297,S10297,,V1008,District A,41,M,Secondary,Farming,Employed,11516,38,4,45,2024-05-10
HH1298,S10298,,V1009,District A,53,M,Secondary,Farming,Employed,17844,33,4,45,2024-05-10
HH1299,S10299,,V1010,District A,20,M,Secondary,Farming,Employed,10140,31,4,45,2024-05-10
HH1300,S10300,,V1001,District A,28,M,Secondary,Farming,Employed,18399,42,4,45,2024-05-10
HH1301,S10301,,V1002,District A,47,M,Secondary,Farming,Employed,20919,32,4,45,2024-05-10
HH1302,S10302,,V1003,District A,25,M,Secondary,Farming,Employed,10894,32,4,45,2024-05-10
HH1303,S10303,,V1004,District A,38,M,Secondary,Farming,Employed,26030,47,4,45,2024-05-10
HH1304,S10304,,V1005,District A,19,M,Secondary,Farming,Employed,21259,32,4,45,2024-05-10
HH1305,S10305,,V1006,District A,19,M,Secondary,Farming,Employed,11139,45,4,45,2024-05-10
HH1306,S10306,,V1007,District A,32,M,Secondary,Farming,Employed,11928,30,4,45,2024-05-10
HH1307,S10307,,V1008,District A,53,M,Secondary,Farming,Employed,15060,46,4,45,2024-05-10
HH1308,S10308,,V1009,District A,51,M,Secondary,Farming,Employed,10217,35,4,45,2024-05-10
HH1309,S10309,,V1010,District A,39,M,Secondary,Farming,Employed,15002,44,4,45,2024-05-10
HH1310,S10310,,V1001,District A,46,M,Secondary,Farming,Employed,17516,45,4,45,2024-05-10
HH1311,S10311,,V1002,District A,52,M,Secondary,Farming,Employed,13917,31,4,45,2024-05-10
HH1312,S10312,,V1003,District A,23,M,Secondary,Farming,Employed,29462,48,4,45,2024-05-10
HH1313,S10313,,V1004,District A,24,M,Secondary,Farming,Employed,10360,45,4,45,2024-05-10
HH1314,S10314,,V1005,District A,28,M,Secondary,Farming,Employed,22619,33,4,45,2024-05-10
HH1315,S10315,,V1006,District A,31,M,Secondary,Farming,Employed,26859,49,4,45,2024-05-10
HH1316,S10316,,V1007,District A,50,M,Secondary,Farming,Employed,20518,31,4,45,2024-05-10
HH1317,S10317,,V1008,District A,47,M,Secondary,Farming,Employed,26476,31,4,45,2024-05-10
HH1318,S10318,,V1009,District A,25,M,Secondary,Farming,Employed,13947,36,4,45,2024-05-10
HH1319,S10319,,V1010,District A,23,M,Secondary,Farming,Employed,13806,45,4,45,2024-05-10
HH1320,S10320,,V1001,District A,55,M,Secondary,Farming,Employed,13157,32,4,45,2024-05-10
HH1321,S10321,,V1002,District A,22,M,Secondary,Farming,Employed,26991,32,4,45,2024-05-10
HH1322,S10322,,V1003,District A,31,M,Secondary,Farming,Employed,17417,35,4,45,2024-05-10
HH1323,S10323,,V1004,District A,34,M,Secondary,Farming,Employed,18129,36,4,45,2024-05-10
HH1324,S10324,,V1005,District A,46,M,Secondary,Farming,Employed,17878,47,4,45,2024-05-10
HH1325,S10325,,V1006,District A,57,M,Secondary,Farming,Employed,10640,39,4,45,2024-05-10
HH1326,S10326,,V1007,District A,44,M,Secondary,Farming,Employed,20587,38,4,45,2024-05-10
HH1327,S10327,,V1008,District A,52,M,Secondary,Farming,Employed,28212,43,4,45,2024-05-10
HH1328,S10328,,V1009,District A,25,M,Secondary,Farming,Employed,25788,37,4,45,2024-05-10
HH1329,S10329,,V1010,District A,43,M,Secondary,Farming,Employed,10945,34,4,45,2024-05-10
HH1330,S10330,,V1001,District A,29,M,Secondary,Farming,Employed,13940,42,4,45,2024-05-10
HH1331,S10331,,V1002,District A,47,M,Secondary,Farming,Employed,25705,44,4,45,2024-05-10
HH1332,S10332,,V1003,District A,31,M,Secondary,Farming,Employed,12587,31,4,45,2024-05-10
HH1333,S10333,,V1004,District A,59,M,Secondary,Farming,Employed,29308,42,4,45,2024-05-10
HH1334,S10334,,V1005,District A,58,M,Secondary,Farming,Employed,17949,47,4,45,2024-05-10
HH1335,S10335,,V1006,District A,29,M,Secondary,Farming,Employed,10845,33,4,45,2024-05-10
HH1336,S10336,,V1007,District A,23,M,Secondary,Farming,Employed,15790,45,4,45,2024-05-10
HH1337,S10337,,V1008,District A,36,M,Secondary,Farming,Employed,27595,40,4,45,2024-05-10
HH1338,S10338,,V1009,District A,40,M,Secondary,Farming,Employed,22615,38,4,45,2024-05-10
HH1339,S10339,,V1010,District A,57,M,Secondary,Farming,Employed,19586,36,4,45,2024-05-10
HH1340,S10340,,V1001,District A,24,M,Secondary,Farming,Employed,13099,39,4,45,2024-05-10
HH1341,S10341,,V1002,District A,19,M,Secondary,Farming,Employed,29021,31,4,45,2024-05-10
HH1342,S10342,,V1003,District A,36,M,Secondary,Farming,Employed,14197,33,4,45,2024-05-10
HH1343,S10343,,V1004,District A,46,M,Secondary,Farming,Employed,15770,47,4,45,2024-05-10
HH1344,S10344,,V1005,District A,55,M,Secondary,Farming,Employed,11638,31,4,45,2024-05-10
HH1345,S10345,,V1006,District A,49,M,Secondary,Farming,Employed,12984,45,4,45,2024-05-10
HH1346,S10346,,V1007,District A,35,M,Secondary,Farming,Employed,29051,43,4,45,2024-05-10
HH1347,S10347,,V1008,District A,57,M,Secondary,Farming,Employed,24802,34,4,45,2024-05-10
HH1348,S10348,,V1009,District A,30,M,Secondary,Farming,Employed,22296,38,4,45,2024-05-10
HH1349,S10349,,V1010,District A,45,M,Secondary,Farming,Employed,25974,36,4,45,2024-05-10
HH1350,S10350,,V1001,District A,50,M,Secondary,Farming,Employed,13305,36,4,45,2024-05-10
HH1351,S10351,,V1002,District A,43,M,Secondary,Farming,Employed,16298,31,4,45,2024-05-10
HH1352,S10352,,V1003,District A,48,M,Secondary,Farming,Employed,26234,36,4,45,2024-05-10
HH1353,S10353,,V1004,District A,41,M,Secondary,Farming,Employed,17970,44,4,45,2024-05-10
HH1354,S10354,,V1005,District A,50,M,Secondary,Farming,Employed,13263,44,4,45,2024-05-10
HH1355,S10355,,V1006,District A,25,M,Secondary,Farming,Employed,24758,42,4,45,2024-05-10
HH1356,S10356,,V1007,District A,23,M,Secondary,Farming,Employed,17960,48,4,45,2024-05-10
HH1357,S10357,,V1008,District A,19,M,Secondary,Farming,Employed,17842,36,4,45,2024-05-10
HH1358,S10358,,V1009,District A,29,M,Secondary,Farming,Employed,27061,44,4,45,2024-05-10
HH1359,S10359,,V1010,District A,47,M,Secondary,Farming,Employed,20906,39,4,45,2024-05-10
HH1360,S10360,,V1001,District A,23,M,Secondary,Farming,Employed,19087,44,4,45,2024-05-10
HH1361,S10361,,V1002,District A,49,M,Secondary,Farming,Employed,11723,43,4,45,2024-05-10
HH1362,S10362,,V1003,District A,34,M,Secondary,Farming,Employed,25933,37,4,45,2024-05-10
HH1363,S10363,,V1004,District A,31,M,Secondary,Farming,Employed,13564,42,4,45,2024-05-10
HH1364,S10364,,V1005,District A,35,M,Secondary,Farming,Employed,10431,47,4,45,2024-05-10
HH1365,S10365,,V1006,District A,46,M,Secondary,Farming,Employed,23431,42,4,45,2024-05-10
HH1366,S10366,,V1007,District A,48,M,Secondary,Farming,Employed,28216,39,4,45,2024-05-10
HH1367,S10367,,V1008,District A,47,M,Secondary,Farming,Employed,18725,36,4,45,2024-05-10
HH1368,S10368,,V1009,District A,25,M,Secondary,Farming,Employed,18156,42,4,45,2024-05-10
HH1369,S10369,,V1010,District A,34,M,Secondary,Farming,Employed,24499,46,4,45,2024-05-10
HH1370,S10370,,V1001,District A,35,M,Secondary,Farming,Employed,22406,37,4,45,2024-05-10
HH1371,S10371,,V1002,District A,33,M,Secondary,Farming,Employed,15693,36,4,45,2024-05-10
HH1372,S10372,,V1003,District A,51,M,Secondary,Farming,Employed,15686,46,4,45,2024-05-10
HH1373,S10373,,V1004,District A,45,M,Secondary,Farming,Employed,23838,45,4,45,2024-05-10
HH1374,S10374,,V1005,District A,21,M,Secondary,Farming,Employed,18119,43,4,45,2024-05-10
HH1375,S10375,,V1006,District A,53,M,Secondary,Farming,Employed,24763,45,4,45,2024-05-10
HH1376,S10376,,V1007,District A,47,M,Secondary,Farming,Employed,10827,49,4,45,2024-05-10
HH1377,S10377,,V1008,District A,31,M,Secondary,Farming,Employed,16297,33,4,45,2024-05-10
HH1378,S10378,,V1009,District A,18,M,Secondary,Farming,Employed,17421,39,4,45,2024-05-10
HH1379,S10379,,V1010,District A,34,M,Secondary,Farming,Employed,21356,34,4,45,2024-05-10
HH1380,S10380,,V1001,District A,54,M,Secondary,Farming,Employed,23479,47,4,45,2024-05-10
HH1381,S10381,,V1002,District A,31,M,Secondary,Farming,Employed,16882,32,4,45,2024-05-10
HH1382,S10382,,V1003,District A,57,M,Secondary,Farming,Employed,17240,45,4,45,2024-05-10
HH1383,S10383,,V1004,District A,42,M,Secondary,Farming,Employed,27885,38,4,45,2024-05-10
HH1384,S10384,,V1005,District A,28,M,Secondary,Farming,Employed,29941,31,4,45,2024-05-10
HH1385,S10385,,V1006,District A,30,M,Secondary,Farming,Employed,10106,39,4,45,2024-05-10
HH1386,S10386,,V1007,District A,29,M,Secondary,Farming,Employed,18873,46,4,45,2024-05-10
HH1387,S10387,,V1008,District A,54,M,Secondary,Farming,Employed,15698,42,4,45,2024-05-10
HH1388,S10388,,V1009,District A,18,M,Secondary,Farming,Employed,29890,43,4,45,2024-05-10
HH1389,S10389,,V1010,District A,36,M,Secondary,Farming,Employed,16977,32,4,45,2024-05-10
HH1390,S10390,,V1001,District A,27,M,Secondary,Farming,Employed,18262,39,4,45,2024-05-10
HH1391,S10391,,V1002,District A,23,M,Secondary,Farming,Employed,23353,45,4,45,2024-05-10
HH1392,S10392,,V1003,District A,50,M,Secondary,Farming,Employed,28974,46,4,45,2024-05-10
HH1393,S10393,,V1004,District A,50,M,Secondary,Farming,Employed,20415,47,4,45,2024-05-10
HH1394,S10394,,V1005,District A,29,M,Secondary,Farming,Employed,15460,37,4,45,2024-05-10
HH1395,S10395,,V1006,District A,28,M,Secondary,Farming,Employed,12920,31,4,45,2024-05-10
HH1396,S10396,,V1007,District A,24,M,Secondary,Farming,Employed,28051,35,4,45,2024-05-10
HH1397,S10397,,V1008,District A,38,M,Secondary,Farming,Employed,15528,42,4,45,2024-05-10
HH1398,S10398,,V1009,District A,49,M,Secondary,Farming,Employed,18203,45,4,45,2024-05-10
HH1399,S10399,,V1010,District A,40,M,Secondary,Farming,Employed,12497,35,4,45,2024-05-10
HH1400,S10400,,V1001,District A,38,M,Secondary,Farming,Employed,15649,45,4,45,2024-05-10
HH1401,S10401,,V1002,District A,31,M,Secondary,Farming,Employed,26614,44,4,45,2024-05-10
HH1402,S10402,,V1003,District A,53,M,Secondary,Farming,Employed,14315,46,4,45,2024-05-10
HH1403,S10403,,V1004,District A,26,M,Secondary,Farming,Employed,12966,44,4,45,2024-05-10
HH1404,S10404,,V1005,District A,54,M,Secondary,Farming,Employed,22766,38,4,45,2024-05-10
HH1405,S10405,,V1006,District A,44,M,Secondary,Farming,Employed,16943,36,4,45,2024-05-10
HH1406,S10406,,V1007,District A,57,M,Secondary,Farming,Employed,22093,30,4,45,2024-05-10
HH1407,S10407,,V1008,District A,55,M,Secondary,Farming,Employed,15568,38,4,45,2024-05-10
HH1408,S10408,,V1009,District A,54,M,Secondary,Farming,Employed,16584,45,4,45,2024-05-10
HH1409,S10409,,V1010,District A,24,M,Secondary,Farming,Employed,17734,42,4,45,2024-05-10
HH1410,S10410,,V1001,District A,38,M,Secondary,Farming,Employed,11591,31,4,45,2024-05-10
HH1411,S10411,,V1002,District A,43,M,Secondary,Farming,Employed,12684,35,4,45,2024-05-10
HH1412,S10412,,V1003,District A,55,M,Secondary,Farming,Employed,23689,34,4,45,2024-05-10
HH1413,S10413,,V1004,District A,58,M,Secondary,Farming,Employed,25667,36,4,45,2024-05-10
HH1414,S10414,,V1005,District A,28,M,Secondary,Farming,Employed,10539,39,4,45,2024-05-10
HH1415,S10415,,V1006,District A,25,M,Secondary,Farming,Employed,24679,32,4,45,2024-05-10
HH1416,S10416,,V1007,District A,52,M,Secondary,Farming,Employed,18562,46,4,45,2024-05-10
HH1417,S10417,,V1008,District A,33,M,Secondary,Farming,Employed,18013,36,4,45,2024-05-10
HH1418,S10418,,V1009,District A,52,M,Secondary,Farming,Employed,15535,43,4,45,2024-05-10
HH1419,S10419,,V1010,District A,21,M,Secondary,Farming,Employed,18708,47,4,45,2024-05-10
HH1420,S10420,,V1001,District A,49,M,Secondary,Farming,Employed,11397,33,4,45,2024-05-10
HH1421,S10421,,V1002,District A,53,M,Secondary,Farming,Employed,19632,44,4,45,2024-05-10
HH1422,S10422,,V1003,District A,47,M,Secondary,Farming,Employed,18854,30,4,45,2024-05-10
HH1423,S10423,,V1004,District A,48,M,Secondary,Farming,Employed,20225,37,4,45,2024-05-10
HH1424,S10424,,V1005,District A,52,M,Secondary,Farming,Employed,16584,42,4,45,2024-05-10
HH1425,S10425,,V1006,District A,31,M,Secondary,Farming,Employed,21369,36,4,45,2024-05-10
HH1426,S10426,,V1007,District A,55,M,Secondary,Farming,Employed,26509,34,4,45,2024-05-10
HH1427,S10427,,V1008,District A,37,M,Secondary,Farming,Employed,27155,42,4,45,2024-05-10
HH1428,S10428,,V1009,District A,35,M,Secondary,Farming,Employed,28562,43,4,45,2024-05-10
HH1429,S10429,,V1010,District A,27,M,Secondary,Farming,Employed,24064,40,4,45,2024-05-10
HH1430,S10430,,V1001,District A,42,M,Secondary,Farming,Employed,10779,45,4,45,2024-05-10
HH1431,S10431,,V1002,District A,27,M,Secondary,Farming,Employed,16512,36,4,45,2024-05-10
HH1432,S10432,,V1003,District A,58,M,Secondary,Farming,Employed,28573,33,4,45,2024-05-10
HH1433,S10433,,V1004,District A,21,M,Secondary,Farming,Employed,21410,30,4,45,2024-05-10
HH1434,S10434,,V1005,District A,59,M,Secondary,Farming,Employed,28843,30,4,45,2024-05-10
HH1435,S10435,,V1006,District A,33,M,Secondary,Farming,Employed,10574,47,4,45,2024-05-10
HH1436,S10436,,V1007,District A,23,M,Secondary,Farming,Employed,17649,39,4,45,2024-05-10
HH1437,S10437,,V1008,District A,48,M,Secondary,Farming,Employed,12511,46,4,45,2024-05-10
HH1438,S10438,,V1009,District A,47,M,Secondary,Farming,Employed,25327,33,4,45,2024-05-10
HH1439,S10439,,V1010,District A,49,M,Secondary,Farming,Employed,13180,45,4,45,2024-05-10
HH1440,S10440,,V1001,District A,49,M,Secondary,Farming,Employed,21848,37,4,45,2024-05-10
HH1441,S10441,,V1002,District A,22,M,Secondary,Farming,Employed,10472,43,4,45,2024-05-10
HH1442,S10442,,V1003,District A,20,M,Secondary,Farming,Employed,16388,49,4,45,2024-05-10
HH1443,S10443,,V1004,District A,48,M,Secondary,Farming,Employed,18254,41,4,45,2024-05-10
HH1444,S10444,,V1005,District A,46,M,Secondary,Farming,Employed,18616,32,4,45,2024-05-10
HH1445,S10445,,V1006,District A,36,M,Secondary,Farming,Employed,27203,48,4,45,2024-05-10
HH1446,S10446,,V1007,District A,54,M,Secondary,Farming,Employed,20282,49,4,45,2024-05-10
HH1447,S10447,,V1008,District A,21,M,Secondary,Farming,Employed,29152,45,4,45,2024-05-10
HH1448,S10448,,V1009,District A,59,M,Secondary,Farming,Employed,27939,31,4,45,2024-05-10
HH1449,S10449,,V1010,District A,30,M,Secondary,Farming,Employed,24077,41,4,45,2024-05-10
HH1450,S10450,,V1001,District A,26,M,Secondary,Farming,Employed,12740,30,4,45,2024-05-10
HH1451,S10451,,V1002,District A,45,M,Secondary,Farming,Employed,26728,40,4,45,2024-05-10
HH1452,S10452,,V1003,District A,30,M,Secondary,Farming,Employed,17404,35,4,45,2024-05-10
HH1453,S10453,,V1004,District A,21,M,Secondary,Farming,Employed,27626,46,4,45,2024-05-10
HH1454,S10454,,V1005,District A,48,M,Secondary,Farming,Employed,24648,38,4,45,2024-05-10
HH1455,S10455,,V1006,District A,29,M,Secondary,Farming,Employed,28667,43,4,45,2024-05-10
HH1456,S10456,,V1007,District A,52,M,Secondary,Farming,Employed,16433,30,4,45,2024-05-10
HH1457,S10457,,V1008,District A,24,M,Secondary,Farming,Employed,12871,43,4,45,2024-05-10
HH1458,S10458,,V1009,District A,58,M,Secondary,Farming,Employed,11607,31,4,45,2024-05-10
HH1459,S10459,,V1010,District A,29,M,Secondary,Farming,Employed,10765,48,4,45,2024-05-10
HH1460,S10460,,V1001,District A,41,M,Secondary,Farming,Employed,15638,46,4,45,2024-05-10
HH1461,S10461,,V1002,District A,21,M,Secondary,Farming,Employed,19305,35,4,45,2024-05-10
HH1462,S10462,,V1003,District A,59,M,Secondary,Farming,Employed,22827,42,4,45,2024-05-10
HH1463,S10463,,V1004,District A,23,M,Secondary,Farming,Employed,16858,45,4,45,2024-05-10
HH1464,S10464,,V1005,District A,39,M,Secondary,Farming,Employed,29379,41,4,45,2024-05-10
HH1465,S10465,,V1006,District A,34,M,Secondary,Farming,Employed,11070,47,4,45,2024-05-10
HH1466,S10466,,V1007,District A,45,M,Secondary,Farming,Employed,26394,44,4,45,2024-05-10
HH1467,S10467,,V1008,District A,29,M,Secondary,Farming,Employed,12442,46,4,45,2024-05-10
HH1468,S10468,,V1009,District A,20,M,Secondary,Farming,Employed,12091,47,4,45,2024-05-10
HH1469,S10469,,V1010,District A,35,M,Secondary,Farming,Employed,14493,42,4,45,2024-05-10
HH1470,S10470,,V1001,District A,43,M,Secondary,Farming,Employed,15926,49,4,45,2024-05-10
HH1471,S10471,,V1002,District A,59,M,Secondary,Farming,Employed,23135,48,4,45,2024-05-10
HH1472,S10472,,V1003,District A,43,M,Secondary,Farming,Employed,24106,47,4,45,2024-05-10
HH1473,S10473,,V1004,District A,27,M,Secondary,Farming,Employed,28327,39,4,45,2024-05-10
HH1474,S10474,,V1005,District A,49,M,Secondary,Farming,Employed,17133,33,4,45,2024-05-10
HH1475,S10475,,V1006,District A,34,M,Secondary,Farming,Employed,14803,34,4,45,2024-05-10
HH1476,S10476,,V1007,District A,31,M,Secondary,Farming,Employed,10087,44,4,45,2024-05-10
HH1477,S10477,,V1008,District A,36,M,Secondary,Farming,Employed,24214,45,4,45,2024-05-10
HH1478,S10478,,V1009,District A,19,M,Secondary,Farming,Employed,24320,45,4,45,2024-05-10
HH1479,S10479,,V1010,District A,39,M,Secondary,Farming,Employed,20841,30,4,45,2024-05-10
HH1480,S10480,,V1001,District A,29,M,Secondary,Farming,Employed,28560,49,4,45,2024-05-10
HH1481,S10481,,V1002,District A,28,M,Secondary,Farming,Employed,18406,36,4,45,2024-05-10
HH1482,S10482,,V1003,District A,48,M,Secondary,Farming,Employed,25893,47,4,45,2024-05-10
HH1483,S10483,,V1004,District A,58,M,Secondary,Farming,Employed,21378,46,4,45,2024-05-10
HH1484,S10484,,V1005,District A,25,M,Secondary,Farming,Employed,14054,46,4,45,2024-05-10
HH1485,S10485,,V1006,District A,43,M,Secondary,Farming,Employed,28982,48,4,45,2024-05-10
HH1486,S10486,,V1007,District A,28,M,Secondary,Farming,Employed,11867,33,4,45,2024-05-10
HH1487,S10487,,V1008,District A,41,M,Secondary,Farming,Employed,21064,43,4,45,2024-05-10
HH1488,S10488,,V1009,District A,39,M,Secondary,Farming,Employed,14314,42,4,45,2024-05-10
HH1489,S10489,,V1010,District A,33,M,Secondary,Farming,Employed,22486,47,4,45,2024-05-10
HH1490,S10490,,V1001,District A,30,M,Secondary,Farming,Employed,22077,42,4,45,2024-05-10
HH1491,S10491,,V1002,District A,24,M,Secondary,Farming,Employed,25979,43,4,45,2024-05-10
HH1492,S10492,,V1003,District A,52,M,Secondary,Farming,Employed,13491,47,4,45,2024-05-10
HH1493,S10493,,V1004,District A,33,M,Secondary,Farming,Employed,14311,35,4,45,2024-05-10
HH1494,S10494,,V1005,District A,43,M,Secondary,Farming,Employed,17194,47,4,45,2024-05-10
HH1495,S10495,,V1006,District A,48,M,Secondary,Farming,Employed,17324,47,4,45,2024-05-10
HH1496,S10496,,V1007,District A,51,M,Secondary,Farming,Employed,13829,48,4,45,2024-05-10
HH1497,S10497,,V1008,District A,55,M,Secondary,Farming,Employed,26398,47,4,45,2024-05-10
HH1498,S10498,,V1009,District A,46,M,Secondary,Farming,Employed,22339,40,4,45,2024-05-10
HH1499,S10499,,V1010,District A,28,M,Secondary,Farming,Employed,20181,34,4,45,2024-05-10
HH1500,S10500,,V1001,District A,39,M,Secondary,Farming,Employed,19044,37,4,45,2024-05-10
HH1501,S10501,,V1002,District A,59,M,Secondary,Farming,Employed,17714,35,4,45,2024-05-10
HH1502,S10502,,V1003,District A,41,M,Secondary,Farming,Employed,12291,48,4,45,2024-05-10
HH1503,S10503,,V1004,District A,42,M,Secondary,Farming,Employed,20642,42,4,45,2024-05-10
HH1504,S10504,,V1005,District A,29,M,Secondary,Farming,Employed,13156,45,4,45,2024-05-10
HH1505,S10505,,V1006,District A,34,M,Secondary,Farming,Employed,19618,42,4,45,2024-05-10
HH1506,S10506,,V1007,District A,35,M,Secondary,Farming,Employed,24984,36,4,45,2024-05-10
HH1507,S10507,,V1008,District A,21,M,Secondary,Farming,Employed,19476,39,4,45,2024-05-10
HH1508,S10508,,V1009,District A,36,M,Secondary,Farming,Employed,27855,35,4,45,2024-05-10
HH1509,S10509,,V1010,District A,44,M,Secondary,Farming,Employed,20970,33,4,45,2024-05-10
HH1510,S10510,,V1001,District A,31,M,Secondary,Farming,Employed,25779,44,4,45,2024-05-10
HH1511,S10511,,V1002,District A,31,M,Secondary,Farming,Employed,13475,34,4,45,2024-05-10
HH1512,S10512,,V1003,District A,58,M,Secondary,Farming,Employed,19092,41,4,45,2024-05-10
HH1513,S10513,,V1004,District A,23,M,Secondary,Farming,Employed,20016,46,4,45,2024-05-10
HH1514,S10514,,V1005,District A,42,M,Secondary,Farming,Employed,10688,32,4,45,2024-05-10
HH1515,S10515,,V1006,District A,19,M,Secondary,Farming,Employed,28213,37,4,45,2024-05-10
HH1516,S10516,,V1007,District A,25,M,Secondary,Farming,Employed,17543,48,4,45,2024-05-10
HH1517,S10517,,V1008,District A,21,M,Secondary,Farming,Employed,12611,36,4,45,2024-05-10
HH1518,S10518,,V1009,District A,53,M,Secondary,Farming,Employed,22315,49,4,45,2024-05-10
HH1519,S10519,,V1010,District A,39,M,Secondary,Farming,Employed,26494,49,4,45,2024-05-10
HH1520,S10520,,V1001,District A,31,M,Secondary,Farming,Employed,16365,44,4,45,2024-05-10
HH1521,S10521,,V1002,District A,34,M,Secondary,Farming,Employed,10600,38,4,45,2024-05-10
HH1522,S10522,,V1003,District A,46,M,Secondary,Farming,Employed,18217,36,4,45,2024-05-10
HH1523,S10523,,V1004,District A,24,M,Secondary,Farming,Employed,16676,43,4,45,2024-05-10
HH1524,S10524,,V1005,District A,32,M,Secondary,Farming,Employed,20438,32,4,45,2024-05-10
HH1525,S10525,,V1006,District A,43,M,Secondary,Farming,Employed,24785,42,4,45,2024-05-10
HH1526,S10526,,V1007,District A,39,M,Secondary,Farming,Employed,16649,46,4,45,2024-05-10
HH1527,S10527,,V1008,District A,23,M,Secondary,Farming,Employed,23042,40,4,45,2024-05-10
HH1528,S10528,,V1009,District A,50,M,Secondary,Farming,Employed,25748,36,4,45,2024-05-10
HH1529,S10529,,V1010,District A,37,M,Secondary,Farming,Employed,28751,33,4,45,2024-05-10
HH1530,S10530,,V1001,District A,25,M,Secondary,Farming,Employed,19839,43,4,45,2024-05-10
HH1531,S10531,,V1002,District A,23,M,Secondary,Farming,Employed,10722,36,4,45,2024-05-10
HH1532,S10532,,V1003,District A,18,M,Secondary,Farming,Employed,20223,38,4,45,2024-05-10
HH1533,S10533,,V1004,District A,23,M,Secondary,Farming,Employed,17118,37,4,45,2024-05-10
HH1534,S10534,,V1005,District A,22,M,Secondary,Farming,Employed,10355,32,4,45,2024-05-10
HH1535,S10535,,V1006,District A,23,M,Secondary,Farming,Employed,25099,33,4,45,2024-05-10
HH1536,S10536,,V1007,District A,40,M,Secondary,Farming,Employed,23783,48,4,45,2024-05-10
HH1537,S10537,,V1008,District A,58,M,Secondary,Farming,Employed,12562,45,4,45,2024-05-10
HH1538,S10538,,V1009,District A,34,M,Secondary,Farming,Employed,16700,46,4,45,2024-05-10
HH1539,S10539,,V1010,District A,39,M,Secondary,Farming,Employed,12070,48,4,45,2024-05-10
HH1540,S10540,,V1001,District A,42,M,Secondary,Farming,Employed,13922,35,4,45,2024-05-10
HH1541,S10541,,V1002,District A,51,M,Secondary,Farming,Employed,29496,42,4,45,2024-05-10
HH1542,S10542,,V1003,District A,47,M,Secondary,Farming,Employed,15279,47,4,45,2024-05-10
HH1543,S10543,,V1004,District A,48,M,Secondary,Farming,Employed,15167,48,4,45,2024-05-10
HH1544,S10544,,V1005,District A,28,M,Secondary,Farming,Employed,13344,39,4,45,2024-05-10
HH1545,S10545,,V1006,District A,42,M,Secondary,Farming,Employed,18268,31,4,45,2024-05-10
HH1546,S10546,,V1007,District A,28,M,Secondary,Farming,Employed,10089,45,4,45,2024-05-10
HH1547,S10547,,V1008,District A,32,M,Secondary,Farming,Employed,27051,43,4,45,2024-05-10
HH1548,S10548,,V1009,District A,39,M,Secondary,Farming,Employed,15775,41,4,45,2024-05-10
HH1549,S10549,,V1010,District A,56,M,Secondary,Farming,Employed,13444,43,4,45,2024-05-10
HH1550,S10550,,V1001,District A,23,M,Secondary,Farming,Employed,12361,32,4,45,2024-05-10
HH1551,S10551,,V1002,District A,32,M,Secondary,Farming,Employed,17838,42,4,45,2024-05-10
HH1552,S10552,,V1003,District A,34,M,Secondary,Farming,Employed,10029,34,4,45,2024-05-10
HH1553,S10553,,V1004,District A,22,M,Secondary,Farming,Employed,22084,48,4,45,2024-05-10
HH1554,S10554,,V1005,District A,52,M,Secondary,Farming,Employed,28989,42,4,45,2024-05-10
HH1555,S10555,,V1006,District A,26,M,Secondary,Farming,Employed,16562,42,4,45,2024-05-10
